CNT;gender;mathematics;reading;science
TUR;Male;372,86;397,79;413,01
TUR;Female;446,69;448,86;463,50
TUR;Female;429,03;481,61;464,37
TUR;Female;405,04;416,74;348,92
TUR;Female;388,49;373,08;399,02
TUR;Male;574,34;562,59;571,94
TUR;Male;559,58;543,47;553,25
TUR;Male;333,06;283,80;339,09
TUR;Male;492,82;523,53;515,72
TUR;Male;430,53;415,21;453,53
TUR;Female;545,67;571,40;577,31
TUR;Male;392,86;343,39;379,37
TUR;Female;517,43;561,53;598,56
TUR;Female;437,89;499,14;469,51
TUR;Male;515,94;496,81;499,06
TUR;Female;323,86;316,05;296,72
TUR;Female;487,09;483,10;493,10
TUR;Female;597,74;561,06;611,60
TUR;Female;494,82;529,10;554,66
TUR;Male;616,26;621,06;663,92
TUR;Male;332,89;300,91;330,89
TUR;Male;445,89;399,86;460,48
TUR;Male;383,04;410,05;404,98
TUR;Male;438,59;472,69;482,23
TUR;Female;506,53;504,62;538,78
TUR;Male;418,94;437,75;454,05
TUR;Male;398,10;363,90;422,91
TUR;Female;434,47;546,05;480,31
TUR;Male;319,62;309,02;311,52
TUR;Female;608,82;565,77;627,71
TUR;Female;477,41;477,08;488,91
TUR;Female;401,33;445,04;432,91
TUR;Female;406,62;402,66;413,87
TUR;Male;463,60;456,85;461,08
TUR;Female;466,80;479,94;526,82
TUR;Male;410,20;424,17;411,86
TUR;Male;338,50;278,90;346,45
TUR;Female;407,47;381,73;395,72
TUR;Female;403,95;468,44;435,58
TUR;Female;418,83;471,09;464,45
TUR;Male;423,48;424,61;405,57
TUR;Female;342,24;383,90;376,44
TUR;Female;454,20;558,94;520,99
TUR;Female;470,81;458,79;505,20
TUR;Female;403,69;476,69;489,97
TUR;Male;491,75;405,81;498,95
TUR;Male;412,86;406,06;449,20
TUR;Male;400,98;396,63;398,50
TUR;Female;386,74;421,22;418,23
TUR;Male;494,58;445,99;546,72
TUR;Female;532,55;503,68;567,50
TUR;Male;359,74;337,53;392,74
TUR;Male;547,67;540,26;546,38
TUR;Female;508,06;554,08;566,63
TUR;Female;503,35;542,41;543,25
TUR;Female;387,84;461,36;422,35
TUR;Male;362,88;318,34;364,96
TUR;Male;410,07;428,34;452,22
TUR;Female;626,20;606,69;609,41
TUR;Female;479,99;455,23;475,75
TUR;Female;410,07;409,09;433,68
TUR;Female;467,62;542,08;482,63
TUR;Female;531,45;561,92;548,01
TUR;Male;500,13;400,59;514,21
TUR;Female;429,90;524,19;416,88
TUR;Female;524,93;547,16;562,16
TUR;Male;529,54;477,08;565,15
TUR;Female;358,70;458,75;400,26
TUR;Female;613,00;529,28;579,77
TUR;Male;490,28;488,28;527,69
TUR;Male;337,57;290,48;268,57
TUR;Male;433,46;482,08;446,31
TUR;Male;520,94;442,09;499,28
TUR;Female;436,87;458,58;461,74
TUR;Male;536,68;561,76;612,79
TUR;Female;432,45;446,11;465,51
TUR;Female;540,18;577,80;536,84
TUR;Male;443,09;458,52;479,34
TUR;Female;422,13;440,47;461,65
TUR;Female;478,64;485,58;513,77
TUR;Male;528,19;475,51;515,90
TUR;Male;633,29;577,76;627,39
TUR;Male;467,42;416,34;457,72
TUR;Male;410,55;403,31;428,24
TUR;Male;442,70;443,97;474,05
TUR;Female;468,93;550,08;524,46
TUR;Female;411,92;406,82;451,38
TUR;Female;497,42;503,04;526,62
TUR;Male;304,02;292,35;334,98
TUR;Female;465,22;503,98;541,46
TUR;Female;558,95;614,10;657,82
TUR;Male;427,72;439,30;482,46
TUR;Female;325,09;333,80;338,37
TUR;Female;335,78;316,33;351,10
TUR;Male;352,84;383,86;373,82
TUR;Male;471,94;428,21;432,10
TUR;Male;323,49;285,25;353,26
TUR;Female;516,03;513,36;544,53
TUR;Male;620,95;594,09;608,08
TUR;Female;393,71;393,09;425,40
TUR;Female;358,88;415,80;400,88
TUR;Male;551,73;565,00;565,76
TUR;Male;460,47;473,84;484,91
TUR;Male;423,91;376,95;415,96
TUR;Male;370,91;361,80;405,14
TUR;Male;341,27;380,43;392,06
TUR;Female;352,25;444,37;404,57
TUR;Female;435,18;472,68;513,44
TUR;Male;483,16;436,30;494,06
TUR;Female;478,55;517,71;553,22
TUR;Male;480,06;512,33;491,67
TUR;Male;477,27;498,91;502,49
TUR;Female;367,82;431,43;382,14
TUR;Male;481,18;454,83;536,37
TUR;Male;469,52;421,71;498,71
TUR;Female;555,50;543,41;569,55
TUR;Male;537,47;541,15;582,16
TUR;Male;495,04;447,84;511,62
TUR;Male;434,40;369,43;460,37
TUR;Female;511,45;535,04;520,60
TUR;Male;540,75;560,96;576,13
TUR;Female;543,85;564,86;571,55
TUR;Male;540,97;551,10;543,55
TUR;Male;421,88;379,53;414,50
TUR;Male;411,01;442,16;458,76
TUR;Male;477,94;461,36;491,24
TUR;Female;342,94;378,56;400,01
TUR;Male;453,55;407,91;479,79
TUR;Female;412,05;467,74;436,42
TUR;Male;322,48;327,93;335,94
TUR;Female;424,74;467,23;469,36
TUR;Male;372,94;381,97;412,78
TUR;Female;418,83;460,36;443,28
TUR;Male;442,22;432,37;452,79
TUR;Male;469,87;417,79;403,97
TUR;Male;352,90;342,51;404,55
TUR;Female;511,49;567,58;538,94
TUR;Female;522,50;546,51;565,62
TUR;Male;498,60;500,29;552,79
TUR;Female;475,56;513,90;511,35
TUR;Male;428,03;490,17;435,79
TUR;Male;547,18;548,59;570,27
TUR;Male;515,52;532,63;515,40
TUR;Female;321,59;330,28;365,62
TUR;Female;572,39;587,04;572,71
TUR;Female;544,94;498,57;493,68
TUR;Female;356,18;423,10;429,71
TUR;Male;356,44;385,38;384,50
TUR;Male;461,02;450,87;447,03
TUR;Female;487,01;565,29;577,08
TUR;Female;364,49;414,97;465,38
TUR;Female;448,19;478,15;509,72
TUR;Male;532,19;497,08;589,90
TUR;Female;441,71;502,06;494,72
TUR;Male;377,33;370,27;427,27
TUR;Female;399,14;450,80;464,57
TUR;Female;289,35;290,24;348,76
TUR;Male;385,35;410,96;426,28
TUR;Female;406,68;476,08;423,18
TUR;Male;524,73;512,50;544,67
TUR;Male;387,10;415,87;431,67
TUR;Female;451,10;499,84;524,53
TUR;Female;398,75;369,05;395,30
TUR;Male;438,70;471,33;510,61
TUR;Female;470,68;499,54;510,72
TUR;Female;353,02;312,04;368,03
TUR;Female;482,68;536,99;530,14
TUR;Female;441,47;461,10;472,76
TUR;Male;524,04;469,71;528,74
TUR;Female;415,27;424,16;496,69
TUR;Male;313,65;354,71;361,59
TUR;Female;399,05;381,19;327,40
TUR;Male;341,31;300,90;383,80
TUR;Female;434,64;451,22;439,11
TUR;Female;481,69;459,32;473,14
TUR;Male;321,24;361,71;384,91
TUR;Female;349,54;283,84;327,30
TUR;Female;398,53;411,29;462,22
TUR;Female;273,67;342,18;319,11
TUR;Female;514,88;497,70;536,76
TUR;Male;460,22;419,13;485,60
TUR;Female;398,63;418,22;411,17
TUR;Female;556,77;500,27;501,29
TUR;Female;526,29;526,99;566,85
TUR;Female;644,68;563,71;630,34
TUR;Male;524,04;468,78;495,00
TUR;Female;426,01;460,19;504,46
TUR;Male;509,85;448,50;548,21
TUR;Male;495,98;500,50;543,12
TUR;Male;346,61;374,76;325,96
TUR;Female;564,85;442,02;542,33
TUR;Female;464,69;422,11;469,99
TUR;Male;471,07;428,79;521,03
TUR;Female;610,73;587,12;613,63
TUR;Female;431,37;454,16;457,40
TUR;Female;306,44;357,98;311,79
TUR;Male;399,83;435,74;444,42
TUR;Male;436,23;448,12;467,81
TUR;Male;388,59;390,55;384,08
TUR;Male;444,51;475,15;462,79
TUR;Male;411,32;410,30;451,05
TUR;Male;413,44;407,59;452,60
TUR;Male;441,17;485,35;491,10
TUR;Female;432,14;471,35;448,01
TUR;Female;509,13;508,93;507,21
TUR;Female;533,78;530,68;578,33
TUR;Female;414,26;464,28;447,79
TUR;Male;462,08;474,01;479,24
TUR;Female;577,53;520,83;591,64
TUR;Male;474,10;428,72;468,69
TUR;Male;389,61;441,12;467,76
TUR;Female;535,35;584,93;568,91
TUR;Female;553,05;528,43;576,26
TUR;Male;506,53;441,82;509,67
TUR;Female;473,08;520,35;537,49
TUR;Female;611,32;603,03;622,88
TUR;Male;376,05;409,56;450,22
TUR;Female;393,39;443,18;483,47
TUR;Female;320,80;301,55;329,79
TUR;Female;516,34;525,15;527,28
TUR;Male;348,76;355,80;393,49
TUR;Female;442,39;454,06;492,34
TUR;Male;489,89;409,83;501,36
TUR;Female;412,08;391,77;420,96
TUR;Male;373,55;411,51;400,87
TUR;Male;555,57;549,85;550,52
TUR;Female;471,64;529,34;494,65
TUR;Female;596,02;621,68;641,17
TUR;Male;384,81;363,65;379,79
TUR;Female;435,71;477,55;483,78
TUR;Male;422,10;403,27;422,96
TUR;Female;396,62;401,81;457,94
TUR;Male;609,92;611,95;648,67
TUR;Female;324,26;280,85;315,34
TUR;Male;559,36;550,58;588,81
TUR;Female;451,89;483,96;475,76
TUR;Female;414,74;496,86;431,31
TUR;Male;462,33;443,11;518,73
TUR;Male;469,73;438,48;457,56
TUR;Male;473,09;314,07;442,82
TUR;Female;648,57;592,18;642,48
TUR;Male;452,36;402,78;475,30
TUR;Male;363,44;334,37;377,27
TUR;Male;362,48;303,07;359,22
TUR;Male;553,61;555,97;577,24
TUR;Female;513,44;492,05;502,82
TUR;Male;483,95;478,56;496,46
TUR;Female;371,16;414,96;384,25
TUR;Male;512,49;496,66;478,26
TUR;Female;579,45;544,23;594,86
TUR;Male;485,88;529,72;499,64
TUR;Male;427,14;457,71;522,69
TUR;Female;373,90;466,73;407,60
TUR;Male;393,25;313,29;387,49
TUR;Female;473,86;504,84;508,82
TUR;Male;585,55;518,43;559,41
TUR;Female;483,13;501,12;531,71
TUR;Female;551,03;565,06;601,72
TUR;Male;345,30;330,50;383,97
TUR;Female;377,98;377,85;441,07
TUR;Male;359,45;376,69;389,09
TUR;Male;492,94;482,93;512,19
TUR;Male;483,83;465,95;495,43
TUR;Female;449,69;480,70;500,68
TUR;Female;377,83;380,05;440,56
TUR;Female;482,47;527,91;516,68
TUR;Female;496,55;530,81;543,34
TUR;Female;410,79;460,09;453,37
TUR;Female;331,85;371,19;398,98
TUR;Female;404,63;473,49;471,18
TUR;Female;584,72;589,39;617,60
TUR;Male;527,24;481,05;503,85
TUR;Male;652,27;611,49;678,12
TUR;Female;326,15;325,15;348,82
TUR;Female;344,02;364,01;409,04
TUR;Female;408,64;435,64;452,13
TUR;Female;462,23;513,04;557,62
TUR;Female;575,07;604,18;621,12
TUR;Female;380,08;372,18;426,89
